İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,TL
20843094,24 Ağustos 2022,Peugeot,206,1.4 HDi Comfort,2011,149.000 km,Düz,Dizel,Sedan,1398 cc,71 hp,Önden Çekiş,"4,4 lt",50 lt,1 boyalı,Takasa Uygun,Sahibinden,167000
20843226,24 Ağustos 2022,Fiat,Egea,1.3 Multijet Easy,2017,110.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,288000
20843113,24 Ağustos 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2013,159.000 km,Otomatik,LPG & Benzin,Sedan,1595 cc,125 hp,Önden Çekiş,"6,7 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,428000
20641838,24 Ağustos 2022,Honda,City,1.5 i-VTEC Executive,2022,0 km,Otomatik,Benzin,Sedan,1498 cc,121 hp,Önden Çekiş,"6,2 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,593000
19955587,24 Ağustos 2022,Alfa Romeo,Giulietta,1.6 JTD Progression Plus,2015,51.000 km,Düz,Dizel,Hatchback/5,1598 cc,105 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,525000
20843109,24 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017,203.258 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,635000
20843058,24 Ağustos 2022,Volkswagen,Passat,1.4 TSi Trendline,2011,220.000 km,Düz,Benzin,Sedan,1390 cc,122 hp,Önden Çekiş,"6,6 lt",70 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,385000
20842910,24 Ağustos 2022,Renault,Talisman,1.6 dCi Icon,2016,121.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,160 hp,Önden Çekiş,"4,4 lt",52 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,589000
20843050,24 Ağustos 2022,Volkswagen,Passat,1.6 TDi Business,2019,52.461 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,59 lt,Tamamı orjinal,Takasa Uygun,Galeriden,879900
20360630,24 Ağustos 2022,Hyundai,i30,1.6 CRDi Select,2008,234.000 km,Düz,Dizel,Hatchback/5,1582 cc,115 hp,Önden Çekiş,"4,7 lt",53 lt,1 boyalı,Takasa Uygun,Galeriden,255000
20843020,24 Ağustos 2022,Peugeot,308,1.2 PureTech Style Tech,2021,14.500 km,Otomatik,Benzin,Hatchback/5,1199 cc,132 hp,Önden Çekiş,"4,2 lt",53 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,575000
20842956,24 Ağustos 2022,Audi,A5,A5 Sportback 2.0 TFSI,2012,231.000 km,Otomatik,Benzin,Hatchback/5,1984 cc,180 hp,Önden Çekiş,"7,2 lt",64 lt,"2 değişen, 8 boyalı",Takasa Uygun Değil,Sahibinden,568000
20414767,24 Ağustos 2022,Audi,A3,A3 Sedan 1.6 TDI Attraction,2015,154.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,110 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,660000
20409576,24 Ağustos 2022,Renault,Symbol,1.5 dCi Expression Plus,2010,285.000 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,190000
20843001,24 Ağustos 2022,Opel,Astra,1.6 CDTI Design,2017,176.000 km,Otomatik,Dizel,Sedan,1598 cc,136 hp,Önden Çekiş,"5,1 lt",56 lt,10 boyalı,Takasa Uygun,Galeriden,386500
20842856,24 Ağustos 2022,Peugeot,508,1.5 BlueHDI GT Selection,2022,50 km,Otomatik,Dizel,Sedan,1499 cc,130 hp,Önden Çekiş,"3,8 lt",55 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1170000
20842891,24 Ağustos 2022,Ford,Focus,1.5 TDCi Trend X,2016,125.000 km,Yarı Otomatik,Dizel,Sedan,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,"3 değişen, 5 boyalı",Takasa Uygun,Sahibinden,392000
20842826,24 Ağustos 2022,Toyota,Corolla,1.5 Vision,2021,13.700 km,Otomatik,Benzin,Sedan,1490 cc,125 hp,Önden Çekiş,"5,8 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,540000
20842482,24 Ağustos 2022,Opel,Corsa,1.4 Design,2016,74.000 km,Otomatik,Benzin,Hatchback/5,1398 cc,90 hp,Önden Çekiş,6 lt,45 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,355000
20842827,24 Ağustos 2022,Ford,Fiesta,1.4 TDCi Trend,2011,206.000 km,Düz,Dizel,Hatchback/5,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,215000
20842796,24 Ağustos 2022,Audi,A3,A3 Sportback 1.4 TFSI Ambition,2011,200.000 km,Yarı Otomatik,Benzin,Hatchback/5,1390 cc,125 hp,Önden Çekiş,"5,8 lt",55 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,425750
20842886,24 Ağustos 2022,Volkswagen,Polo,1.2 TSi Comfortline,2017,93.988 km,Yarı Otomatik,Benzin,Hatchback/5,1197 cc,90 hp,Önden Çekiş,"4,7 lt",45 lt,1 boyalı,Takasa Uygun Değil,Galeriden,433500
20842885,24 Ağustos 2022,Renault,Taliant,1.0 Tce Touch,2021,3.113 km,Otomatik,Benzin,Sedan,999 cc,90 hp,Önden Çekiş,"6,1 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,487500
20842712,24 Ağustos 2022,Hyundai,i20,1.4 CRDi Jump,2012,188.500 km,Düz,Dizel,Hatchback/5,1396 cc,90 hp,Önden Çekiş,"4,3 lt",45 lt,"3 değişen, 8 boyalı",Takasa Uygun Değil,Sahibinden,206000
20842874,24 Ağustos 2022,Renault,Clio,1.5 dCi SportTourer Touch,2019,115.695 km,Yarı Otomatik,Dizel,Station wagon,1461 cc,90 hp,Önden Çekiş,"3,7 lt",45 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,423500
20842870,24 Ağustos 2022,Renault,Megane,1.5 dCi Touch,2017,128.142 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"3,8 lt",49 lt,"1 değişen, 6 boyalı",Takasa Uygun Değil,Galeriden,453500
20842869,24 Ağustos 2022,Renault,Clio,1.5 dCi SportTourer Joy,2018,128.069 km,Düz,Dizel,Station wagon,1461 cc,75 hp,Önden Çekiş,4 lt,45 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,327500
20842867,24 Ağustos 2022,Renault,Clio,1.5 dCi SportTourer Joy,2019,129.674 km,Düz,Dizel,Station wagon,1461 cc,75 hp,Önden Çekiş,4 lt,45 lt,1 boyalı,Takasa Uygun Değil,Galeriden,343500
20842863,24 Ağustos 2022,Renault,Clio,1.5 dCi Joy,2018,90.824 km,Düz,Dizel,Hatchback/5,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,3 boyalı,Takasa Uygun Değil,Galeriden,330750
20842803,24 Ağustos 2022,Skoda,Octavia,1.6 TDI Optimal,2019,73.750 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,599900
19763769,24 Ağustos 2022,Chevrolet,Aveo,1.3 D LS,2012,194.000 km,Düz,Dizel,Hatchback/5,1248 cc,75 hp,Önden Çekiş,"3,8 lt",46 lt,2 değişen,Takasa Uygun Değil,Sahibinden,220000
20842679,24 Ağustos 2022,Renault,Megane,1.5 dCi Touch,2017,60.500 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"3,8 lt",49 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,495000
20842673,24 Ağustos 2022,Hyundai,Accent,1.5 1.5i GLS,2000,252.612 km,Düz,LPG & Benzin,Sedan,1495 cc,102 hp,Önden Çekiş,"6,9 lt",45 lt,1 değişen,Takasa Uygun Değil,Sahibinden,90000
20842732,24 Ağustos 2022,Ford,Focus,1.6 Ti-VCT Titanium,2011,108.000 km,Düz,Benzin,Hatchback/5,1596 cc,115 hp,Önden Çekiş,"6,6 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,353000
20842692,24 Ağustos 2022,Honda,Civic,1.6 i-VTEC Eco Executive,2021,27.000 km,Otomatik,LPG & Benzin,Sedan,1597 cc,125 hp,Önden Çekiş,"6,3 lt",46 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,860000
20842688,24 Ağustos 2022,Ford,Focus,1.6 TDCi Trend,2010,210.000 km,Düz,Dizel,Sedan,1560 cc,110 hp,Önden Çekiş,"4,5 lt",55 lt,"3 değişen, 7 boyalı",Takasa Uygun,Galeriden,248000
20842642,24 Ağustos 2022,Toyota,Corolla,1.6 Sol,2004,265.000 km,Otomatik,LPG & Benzin,Sedan,1598 cc,110 hp,Önden Çekiş,"7,5 lt",55 lt,2 değişen,Takasa Uygun,Sahibinden,263000
20842604,24 Ağustos 2022,Renault,Megane,1.5 dCi Dynamique,2004,346.000 km,Düz,Dizel,Hatchback/5,1461 cc,80 hp,Önden Çekiş,"4,6 lt",60 lt,12 boyalı,Takasa Uygun Değil,Sahibinden,161000
20842631,24 Ağustos 2022,Renault,Scenic,2.0 Privilege,2004,363.000 km,Otomatik,LPG & Benzin,MPV,1998 cc,136 hp,Önden Çekiş,"8,6 lt",60 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,210000
20842614,24 Ağustos 2022,Volkswagen,Passat,1.4 TSi BlueMotion Highline,2018,27.415 km,Yarı Otomatik,Benzin,Sedan,1395 cc,125 hp,Önden Çekiş,5 lt,66 lt,1 boyalı,Takasa Uygun,Galeriden,1000000
20842564,24 Ağustos 2022,Renault,Megane,1.6 Dynamique,2005,271.000 km,Otomatik,LPG & Benzin,Sedan,1598 cc,115 hp,Önden Çekiş,"7,7 lt",60 lt,12 boyalı,Takasa Uygun Değil,Sahibinden,186000
20842610,24 Ağustos 2022,Fiat,Egea,1.3 Multijet Urban Plus,2019,91.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,1 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,367000
20842602,24 Ağustos 2022,Peugeot,206,1.4 Color Line,2001,168.000 km,Düz,LPG & Benzin,Hatchback/5,1360 cc,76 hp,Önden Çekiş,"6,6 lt",50 lt,"3 değişen, 8 boyalı",Takasa Uygun Değil,Sahibinden,135000
20842519,24 Ağustos 2022,Smart,ForFour,1.5 CDI Passion,2006,210.000 km,Yarı Otomatik,Dizel,Hatchback/5,1493 cc,95 hp,Önden Çekiş,"4,6 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,217000
20842456,24 Ağustos 2022,Ford,Focus,1.6 TDCi Trend,2012,143.000 km,Düz,Dizel,Sedan,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,353000
20415239,24 Ağustos 2022,Ford,Focus,1.5 TDCi Trend X,2017,141.000 km,Yarı Otomatik,Dizel,Sedan,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,436500
20842528,24 Ağustos 2022,Ford,Focus,1.6 TDCi Trend X,2013,207.000 km,Düz,Dizel,Sedan,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"2 değişen, 6 boyalı",Takasa Uygun Değil,Sahibinden,308000
20842370,24 Ağustos 2022,Peugeot,307,1.4 XR,2005,119.050 km,Düz,Benzin,Hatchback/5,1360 cc,76 hp,Önden Çekiş,"6,7 lt",60 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,207500
20842379,24 Ağustos 2022,Hyundai,i20,1.4 CRDi Jump,2017,140.000 km,Düz,Dizel,Hatchback/5,1396 cc,90 hp,Önden Çekiş,"3,9 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,330000
20842464,24 Ağustos 2022,Volkswagen,Jetta,1.2 TSi Comfortline,2015,69.000 km,Düz,Benzin,Sedan,1197 cc,105 hp,Önden Çekiş,"5,7 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,522500
20842342,24 Ağustos 2022,BMW,1 Serisi,116i Comfort,2012,127.500 km,Otomatik,Benzin,Hatchback/5,1598 cc,136 hp,Arkadan İtiş,"5,6 lt",52 lt,"1 değişen, 3 boyalı",Takasa Uygun,Sahibinden,485000
20842499,24 Ağustos 2022,Renault,Clio,0.9 TCe Touch,2020,47.500 km,Düz,Benzin,Hatchback/5,898 cc,90 hp,Önden Çekiş,5 lt,45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,360000
20842309,24 Ağustos 2022,Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2016,94.500 km,Yarı Otomatik,Dizel,Hatchback/5,1461 cc,109 hp,Önden Çekiş,"4,4 lt",50 lt,5 boyalı,Takasa Uygun,Sahibinden,710000
20764080,24 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017,142.200 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,2 boyalı,Takasa Uygun,Galeriden,720000
20842177,24 Ağustos 2022,Volkswagen,Passat,2.0 TDi Comfortline,2006,248.000 km,Yarı Otomatik,Dizel,Sedan,1968 cc,140 hp,Önden Çekiş,"6,4 lt",70 lt,"2 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,285000
20842109,24 Ağustos 2022,Renault,Clio,1.5 dCi Authentique Edition,2012,153.100 km,Düz,Dizel,Hatchback/5,1461 cc,75 hp,Önden Çekiş,"4,4 lt",55 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,234000
20842230,24 Ağustos 2022,Opel,Insignia,1.6 T Edition Elegance,2013,94.500 km,Otomatik,LPG & Benzin,Sedan,1598 cc,170 hp,Önden Çekiş,"6,6 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,473000
20842336,24 Ağustos 2022,Renault,Clio,1.5 dCi Joy,2018,142.000 km,Düz,Dizel,Hatchback/5,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,318900
20842110,24 Ağustos 2022,Volkswagen,Jetta,1.6 TDi Comfortline,2014,109.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,505000
20417717,24 Ağustos 2022,Peugeot,307,1.6 HDi Comfort,2007,215.000 km,Düz,Dizel,Hatchback/5,1560 cc,91 hp,Önden Çekiş,"4,9 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,195000
20842182,24 Ağustos 2022,Opel,Astra,1.3 CDTI Essentia Konfor,2011,140.000 km,Yarı Otomatik,Benzin,Hatchback/5,1248 cc,90 hp,Önden Çekiş,5 lt,52 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,310000
20842165,24 Ağustos 2022,Peugeot,208,1.4 HDi Active,2013,100.000 km,Yarı Otomatik,Dizel,Hatchback/5,1398 cc,69 hp,Önden Çekiş,"3,4 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,315000
20842223,24 Ağustos 2022,Seat,Leon,1.6 TDI CR Style,2012,221.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,315000
20842122,24 Ağustos 2022,Opel,Corsa,1.3 CDTI Essentia,2006,205.000 km,Düz,Dizel,Hatchback/3,1248 cc,70 hp,Önden Çekiş,"4,5 lt",44 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,186000
20842028,24 Ağustos 2022,Renault,Clio,1.4 RNA,2001,138.750 km,Düz,Benzin,Sedan,1390 cc,75 hp,Önden Çekiş,"7,1 lt",50 lt,1 değişen,Takasa Uygun Değil,Sahibinden,149750
20841987,24 Ağustos 2022,Fiat,Linea,1.3 Multijet Easy,2013,147.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"3 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,234000
20842070,24 Ağustos 2022,Mercedes - Benz,E,180 Elite,2014,89.000 km,Otomatik,Benzin,Sedan,1595 cc,156 hp,Arkadan İtiş,"6,6 lt",59 lt,1 değişen,Takasa Uygun Değil,Sahibinden,975000
20842006,24 Ağustos 2022,BMW,5 Serisi,520d M Aerodinamik,2009,369.000 km,Otomatik,Dizel,Sedan,1995 cc,177 hp,Arkadan İtiş,"6,9 lt",70 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,529750
20842029,24 Ağustos 2022,Renault,Megane,1.5 dCi Authentique,2009,190.000 km,Düz,Dizel,Sedan,1461 cc,85 hp,Önden Çekiş,"4,6 lt",60 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,295000
20841475,24 Ağustos 2022,Opel,Astra,1.4 GL,1992,166.500 km,Düz,Benzin,Hatchback/5,1389 cc,60 hp,Önden Çekiş,0 lt,0 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,92000
20841811,24 Ağustos 2022,Opel,Astra,1.3 CDTI Sport,2012,173.000 km,Düz,Dizel,Hatchback/5,1248 cc,95 hp,Önden Çekiş,"4,1 lt",56 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,324800
20842018,24 Ağustos 2022,Ford,Fiesta,1.4 TDCi Titanium X,2012,131.000 km,Düz,Dizel,Hatchback/5,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,312500
20841650,24 Ağustos 2022,Hyundai,Accent Era,1.5 CRDi Team,2010,245.000 km,Düz,Dizel,Sedan,1493 cc,110 hp,Önden Çekiş,"4,6 lt",45 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,242000
20841882,24 Ağustos 2022,Renault,Megane,1.4 Authentique,2005,53.500 km,Düz,Benzin,Sedan,1390 cc,80 hp,Önden Çekiş,"6,8 lt",60 lt,"2 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,250000
20841839,24 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018,94.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,839500
20840731,24 Ağustos 2022,Renault,Symbol,1.5 dCi Authentique,2011,199.000 km,Düz,Dizel,Sedan,1461 cc,65 hp,Önden Çekiş,"4,5 lt",50 lt,"1 değişen, 3 boyalı",Takasa Uygun,Sahibinden,200000
20841895,24 Ağustos 2022,Hyundai,i20,1.4 MPI Jump,2017,114.500 km,Otomatik,Benzin,Hatchback/5,1368 cc,100 hp,Önden Çekiş,"6,2 lt",50 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,369500
20841799,24 Ağustos 2022,Opel,Astra,1.3 CDTI ecoFLEX Sport,2011,174.000 km,Düz,Dizel,Hatchback/5,1248 cc,95 hp,Önden Çekiş,"4,2 lt",56 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,325000
20841937,24 Ağustos 2022,Volkswagen,Passat Variant,1.6 TDi BlueMotion Comfortline,2015,200.000 km,Yarı Otomatik,Dizel,Station wagon,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,572500
20841777,24 Ağustos 2022,Seat,Leon,1.6 TDI Xcellence,2019,30.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,739500
19069011,24 Ağustos 2022,Volkswagen,Jetta,1.4 TSi Trendline,2014,78.500 km,Yarı Otomatik,Benzin,Sedan,1390 cc,122 hp,Önden Çekiş,6 lt,55 lt,Tamamı orjinal,Takasa Uygun,Galeriden,460000
20841836,24 Ağustos 2022,Citroen,C-Elysee,1.6 HDi Attraction,2015,203.000 km,Düz,Dizel,Sedan,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,245000
20841864,24 Ağustos 2022,Opel,Astra,1.6 CDTI Business,2015,255.000 km,Düz,Dizel,Sedan,1598 cc,136 hp,Önden Çekiş,"4,2 lt",56 lt,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden,312500
20841744,24 Ağustos 2022,Nissan,Micra,1.2 Mood,2007,221.000 km,Düz,LPG & Benzin,Hatchback/3,1240 cc,65 hp,Önden Çekiş,"5,9 lt",46 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,168000
20400633,24 Ağustos 2022,Aston Martin,DB9,Coupe,2012,22.500 km,Otomatik,Benzin,Coupe,5935 cc,476 hp,Arkadan İtiş,"15,6 lt",80 lt,Belirtilmemiş,Takasa Uygun,Yetkili Bayiden,3475000
20841561,24 Ağustos 2022,Ford,Focus,1.5 TDCi Titanium,2016,110.000 km,Yarı Otomatik,Dizel,Sedan,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,515000
20841674,24 Ağustos 2022,Opel,Corsa,1.2 Twinport Essentia,2012,172.000 km,Düz,Benzin,Hatchback/5,1229 cc,85 hp,Önden Çekiş,"5,3 lt",45 lt,4 boyalı,Takasa Uygun Değil,Sahibinden,265000
20841264,24 Ağustos 2022,Kia,Rio,1.4 CRDi Concept Plus,2015,201.000 km,Düz,Dizel,Hatchback/5,1396 cc,90 hp,Önden Çekiş,"3,9 lt",43 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,323900
20841531,24 Ağustos 2022,Renault,Clio,1.5 dCi Joy,2017,189.000 km,Düz,Dizel,Hatchback/5,1461 cc,75 hp,Önden Çekiş,"3,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,270000
20841467,24 Ağustos 2022,Renault,Fluence,1.5 dCi Touch,2015,148.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,363500
20841472,24 Ağustos 2022,Volkswagen,Jetta,1.2 TSi BlueMotion Comfortline,2017,99.000 km,Yarı Otomatik,Benzin,Sedan,1197 cc,105 hp,Önden Çekiş,"4,9 lt",55 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,492500
20841154,24 Ağustos 2022,Skoda,Octavia,1.6 TDI Ambition,2017,135.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,555000
20841067,24 Ağustos 2022,Seat,Leon,1.4 TSI FR,2012,179.000 km,Düz,Benzin,Hatchback/5,1390 cc,125 hp,Önden Çekiş,"6,2 lt",55 lt,"4 değişen, 2 boyalı",Takasa Uygun,Sahibinden,309000
20840982,24 Ağustos 2022,Renault,Megane,1.5 dCi Authentique,2006,398.775 km,Düz,Dizel,Sedan,1461 cc,85 hp,Önden Çekiş,"4,6 lt",60 lt,5 boyalı,Takasa Uygun Değil,Sahibinden,165000
20841320,24 Ağustos 2022,Volkswagen,Polo,1.6,1998,324.000 km,Düz,LPG & Benzin,Hatchback/3,1598 cc,75 hp,Önden Çekiş,"6,9 lt",45 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,140000
20841156,24 Ağustos 2022,BMW,3 Serisi,320i ED Sport Line,2015,135.000 km,Otomatik,Benzin,Sedan,1598 cc,170 hp,Arkadan İtiş,"5,3 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,815000
20841287,24 Ağustos 2022,Hyundai,i20,1.2 MPI Jump,2016,81.000 km,Düz,LPG & Benzin,Hatchback/5,1248 cc,84 hp,Önden Çekiş,"5,1 lt",50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,330000
20841095,24 Ağustos 2022,Toyota,Auris,1.33 Comfort,2011,143.500 km,Düz,Benzin,Hatchback/5,1329 cc,76 - 100 HP,Önden Çekiş,6 lt,55 lt,1 değişen,Takasa Uygun,Sahibinden,310000
20841306,24 Ağustos 2022,Renault,Megane,1.5 dCi Touch Plus,2016,117.000 km,Yarı Otomatik,Dizel,Hatchback/5,1461 cc,110 hp,Önden Çekiş,"3,7 lt",47 lt,"2 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,430000
20637441,24 Ağustos 2022,Renault,Megane,1.5 Blue DCI Joy,2020,48.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,115 hp,Önden Çekiş,"4,2 lt",49 lt,1 boyalı,Takasa Uygun,Galeriden,519950
20637380,24 Ağustos 2022,Audi,A5,A5 Coupe 1.8 TFSI,2011,136.000 km,Otomatik,Benzin,Coupe,1798 cc,170 hp,Önden Çekiş,"7,4 lt",64 lt,"2 değişen, 7 boyalı",Takasa Uygun,Galeriden,549950
20748996,24 Ağustos 2022,Mercedes - Benz,C,C 180 BlueEFFICIENCY Fascination,2016,110.000 km,Otomatik,Benzin,Sedan,1595 cc,156 hp,Arkadan İtiş,"6,4 lt",59 lt,5 boyalı,Takasa Uygun,Galeriden,874950
20748895,24 Ağustos 2022,Mercedes - Benz,CLA,180 D Urban,2018,45.000 km,Otomatik,Dizel,Coupe,1461 cc,109 hp,Önden Çekiş,"3,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,939750
20637681,24 Ağustos 2022,Skoda,Octavia,1.2 TSI Style,2016,99.000 km,Yarı Otomatik,Benzin,Hatchback/5,1197 cc,110 hp,Önden Çekiş,"4,9 lt",50 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,389750
20637494,24 Ağustos 2022,Mercedes - Benz,C,C 180 Avantgarde,2016,94.000 km,Otomatik,Benzin,Sedan,1595 cc,156 hp,Arkadan İtiş,"5,8 lt",41 lt,Belirtilmemiş,Takasa Uygun,Galeriden,909750
20637466,24 Ağustos 2022,Volkswagen,Jetta,1.6 TDi Trendline,2014,119.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,"1 değişen, 6 boyalı",Takasa Uygun,Galeriden,389950
20637322,24 Ağustos 2022,BMW,3 Serisi,316i Standart,2014,98.000 km,Otomatik,Benzin,Sedan,1598 cc,136 hp,Arkadan İtiş,"5,8 lt",60 lt,7 boyalı,Takasa Uygun,Galeriden,639950
20416195,24 Ağustos 2022,Toyota,Corolla,1.4 D-4D Comfort Extra,2012,211.500 km,Yarı Otomatik,Dizel,Sedan,1364 cc,90 hp,Önden Çekiş,"4,8 lt",55 lt,"2 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,306500
